time;LL_circuit_vLoadA;LL_circuit_vLoadB;LL_circuit_vLoadC;LL_circuit_iLineA;LL_circuit_iLineB;LL_circuit_iLineC;
0.003480;0.725573;0.649412;-1.374985;0.362786;0.324706;-0.687494;
0.003490;0.721897;0.653219;-1.375116;0.360949;0.326609;-0.687559;
0.003500;0.718215;0.657019;-1.375234;0.359107;0.328509;-0.687618;
0.003510;0.714525;0.660813;-1.375338;0.357263;0.330406;-0.687670;
0.003520;0.710829;0.664600;-1.375429;0.355414;0.332300;-0.687716;
0.003530;0.707125;0.668381;-1.375506;0.353562;0.334190;-0.687754;
0.003540;0.703414;0.672155;-1.375569;0.351707;0.336078;-0.687786;
0.003550;0.699697;0.675923;-1.375619;0.349848;0.337961;-0.687811;
0.003560;0.695972;0.679683;-1.375655;0.347986;0.339842;-0.687829;
0.003570;0.692241;0.683438;-1.375678;0.346120;0.341719;-0.687840;
0.003580;0.688502;0.687185;-1.375687;0.344251;0.343592;-0.687845;
0.003590;0.684757;0.690926;-1.375683;0.342379;0.345463;-0.687843;
0.003600;0.681006;0.694659;-1.375665;0.340503;0.347330;-0.687834;
0.003610;0.677247;0.698386;-1.375633;0.338624;0.349193;-0.687818;
0.003620;0.673482;0.702106;-1.375588;0.336741;0.351053;-0.687796;
0.003630;0.669710;0.705820;-1.375530;0.334855;0.352910;-0.687766;
0.003640;0.665932;0.709526;-1.375457;0.332966;0.354763;-0.687730;
0.003650;0.662147;0.713225;-1.375372;0.331073;0.356612;-0.687687;
0.003660;0.658355;0.716917;-1.375272;0.329178;0.358459;-0.687637;
0.003670;0.654557;0.720602;-1.375159;0.327279;0.360301;-0.687581;
0.003680;0.650753;0.724280;-1.375033;0.325376;0.362140;-0.687518;
0.003690;0.646942;0.727951;-1.374892;0.323471;0.363975;-0.687448;
0.003700;0.643125;0.731614;-1.374739;0.321562;0.365807;-0.687371;
0.003710;0.639301;0.735271;-1.374571;0.319650;0.367635;-0.687287;
0.003720;0.635471;0.738920;-1.374391;0.317735;0.369460;-0.687197;
0.003730;0.631635;0.742562;-1.374196;0.315817;0.371281;-0.687099;
0.003740;0.627792;0.746196;-1.373988;0.313896;0.373098;-0.686995;
0.003750;0.623944;0.749823;-1.373767;0.311972;0.374912;-0.686885;
0.003760;0.620089;0.753443;-1.373532;0.310044;0.376722;-0.686767;
0.003770;0.616228;0.757055;-1.373283;0.308114;0.378528;-0.686643;
0.003780;0.612361;0.760660;-1.373021;0.306180;0.380330;-0.686512;
0.003790;0.608488;0.764257;-1.372745;0.304244;0.382129;-0.686374;
0.003800;0.604609;0.767847;-1.372456;0.302304;0.383924;-0.686229;
0.003810;0.600724;0.771429;-1.372153;0.300362;0.385715;-0.686078;
0.003820;0.596833;0.775004;-1.371836;0.298416;0.387502;-0.685920;
0.003830;0.592936;0.778571;-1.371506;0.296468;0.389286;-0.685755;
0.003840;0.589033;0.782130;-1.371163;0.294516;0.391065;-0.685583;
0.003850;0.585124;0.785682;-1.370806;0.292562;0.392841;-0.685404;
0.003860;0.581210;0.789225;-1.370435;0.290605;0.394613;-0.685219;
0.003870;0.577290;0.792761;-1.370051;0.288645;0.396381;-0.685027;
0.003880;0.573364;0.796290;-1.369654;0.286682;0.398145;-0.684828;
0.003890;0.569433;0.799810;-1.369243;0.284716;0.399905;-0.684623;
0.003900;0.565496;0.803322;-1.368818;0.282748;0.401661;-0.684410;
0.003910;0.561553;0.806827;-1.368380;0.280776;0.403414;-0.684191;
0.003920;0.557605;0.810323;-1.367928;0.278802;0.405162;-0.683966;
0.003930;0.553651;0.813812;-1.367463;0.276825;0.406906;-0.683733;
0.003940;0.549692;0.817292;-1.366985;0.274846;0.408646;-0.683494;
0.003950;0.545728;0.820765;-1.366493;0.272864;0.410383;-0.683248;
0.003960;0.541758;0.824229;-1.365987;0.270879;0.412115;-0.682995;
0.003970;0.537783;0.827685;-1.365468;0.268891;0.413843;-0.682735;
0.003980;0.533802;0.831133;-1.364935;0.266901;0.415567;-0.682469;
0.003990;0.529816;0.834573;-1.364389;0.264908;0.417287;-0.682196;
0.004000;0.525825;0.838005;-1.363830;0.262912;0.419003;-0.681916;
0.004010;0.521829;0.841428;-1.363257;0.260914;0.420714;-0.681630;
0.004020;0.517827;0.844843;-1.362670;0.258913;0.422422;-0.681337;
0.004030;0.513821;0.848250;-1.362070;0.256910;0.424125;-0.681037;
0.004040;0.509809;0.851648;-1.361457;0.254904;0.425824;-0.680730;
0.004050;0.505793;0.855038;-1.360830;0.252896;0.427519;-0.680417;
0.004060;0.501771;0.858419;-1.360190;0.250885;0.429210;-0.680096;
0.004070;0.497744;0.861792;-1.359537;0.248872;0.430897;-0.679770;
0.004080;0.493713;0.865157;-1.358870;0.246856;0.432579;-0.679436;
0.004090;0.489677;0.868513;-1.358189;0.244838;0.434257;-0.679096;
0.004100;0.485635;0.871860;-1.357495;0.242817;0.435930;-0.678749;
0.004110;0.481589;0.875199;-1.356788;0.240794;0.437600;-0.678395;
0.004120;0.477539;0.878529;-1.356068;0.238769;0.439265;-0.678035;
0.004130;0.473483;0.881850;-1.355334;0.236741;0.440926;-0.677668;
0.004140;0.469423;0.885163;-1.354586;0.234711;0.442582;-0.677294;
0.004150;0.465358;0.888467;-1.353825;0.232679;0.444234;-0.676914;
0.004160;0.461289;0.891762;-1.353051;0.230644;0.445882;-0.676527;
0.004170;0.457215;0.895049;-1.352264;0.228607;0.447525;-0.676133;
0.004180;0.453137;0.898326;-1.351463;0.226568;0.449164;-0.675733;
0.004190;0.449054;0.901595;-1.350649;0.224526;0.450798;-0.675326;
0.004200;0.444966;0.904855;-1.349821;0.222483;0.452428;-0.674912;
0.004210;0.440875;0.908106;-1.348981;0.220437;0.454053;-0.674492;
0.004220;0.436779;0.911348;-1.348126;0.218389;0.455674;-0.674065;
0.004230;0.432678;0.914581;-1.347259;0.216339;0.457291;-0.673631;
0.004240;0.428574;0.917805;-1.346378;0.214286;0.458903;-0.673190;
0.004250;0.424465;0.921020;-1.345484;0.212232;0.460510;-0.672743;
0.004260;0.420352;0.924225;-1.344577;0.210175;0.462113;-0.672290;
0.004270;0.416234;0.927422;-1.343656;0.208117;0.463712;-0.671830;
0.004280;0.412113;0.930610;-1.342723;0.206056;0.465305;-0.671363;
0.004290;0.407988;0.933788;-1.341776;0.203993;0.466894;-0.670889;
0.004300;0.403858;0.936957;-1.340815;0.201929;0.468479;-0.670409;
0.004310;0.399725;0.940117;-1.339842;0.199862;0.470059;-0.669922;
0.004320;0.395587;0.943267;-1.338855;0.197793;0.471634;-0.669429;
0.004330;0.391446;0.946409;-1.337855;0.195723;0.473205;-0.668929;
0.004340;0.387301;0.949541;-1.336842;0.193650;0.474771;-0.668422;
0.004350;0.383152;0.952663;-1.335815;0.191576;0.476332;-0.667909;
0.004360;0.378999;0.955776;-1.334776;0.189499;0.477889;-0.667389;
0.004370;0.374843;0.958880;-1.333723;0.187421;0.479441;-0.666863;
0.004380;0.370683;0.961974;-1.332657;0.185341;0.480988;-0.666330;
0.004390;0.366519;0.965059;-1.331578;0.183259;0.482530;-0.665790;
0.004400;0.362352;0.968134;-1.330486;0.181175;0.484068;-0.665244;
0.004410;0.358181;0.971200;-1.329381;0.179090;0.485601;-0.664692;
0.004420;0.354006;0.974256;-1.328262;0.177002;0.487129;-0.664132;
0.004430;0.349828;0.977303;-1.327131;0.174913;0.488652;-0.663567;
0.004440;0.345646;0.980339;-1.325986;0.172823;0.490170;-0.662994;
0.004450;0.341462;0.983367;-1.324828;0.170730;0.491684;-0.662415;
0.004460;0.337273;0.986384;-1.323657;0.168636;0.493193;-0.661830;
0.004470;0.333082;0.989392;-1.322473;0.166540;0.494697;-0.661238;
0.004480;0.328887;0.992390;-1.321276;0.164443;0.496196;-0.660640;
0.004490;0.324689;0.995378;-1.320066;0.162344;0.497690;-0.660035;
0.004500;0.320487;0.998356;-1.318843;0.160243;0.499179;-0.659423;
0.004510;0.316283;1.001325;-1.317607;0.158141;0.500663;-0.658805;
0.004520;0.312075;1.004283;-1.316358;0.156037;0.502142;-0.658181;
0.004530;0.307864;1.007232;-1.315096;0.153931;0.503617;-0.657550;
0.004540;0.303651;1.010171;-1.313821;0.151825;0.505086;-0.656912;
0.004550;0.299434;1.013100;-1.312533;0.149716;0.506550;-0.656268;
0.004560;0.295214;1.016018;-1.311233;0.147606;0.508010;-0.655618;
0.004570;0.290992;1.018927;-1.309919;0.145495;0.509464;-0.654961;
0.004580;0.286766;1.021826;-1.308592;0.143382;0.510914;-0.654297;
0.004590;0.282538;1.024714;-1.307252;0.141268;0.512358;-0.653627;
0.004600;0.278307;1.027593;-1.305900;0.139153;0.513797;-0.652951;
0.004610;0.274073;1.030461;-1.304534;0.137036;0.515231;-0.652268;
0.004620;0.269836;1.033319;-1.303156;0.134917;0.516660;-0.651579;
0.004630;0.265597;1.036167;-1.301764;0.132798;0.518084;-0.650884;
0.004640;0.261355;1.039005;-1.300360;0.130677;0.519503;-0.650181;
0.004650;0.257111;1.041833;-1.298943;0.128555;0.520917;-0.649473;
0.004660;0.252864;1.044650;-1.297514;0.126431;0.522326;-0.648758;
0.004670;0.248614;1.047457;-1.296071;0.124306;0.523729;-0.648037;
0.004680;0.244362;1.050253;-1.294616;0.122180;0.525128;-0.647309;
0.004690;0.240108;1.053040;-1.293148;0.120053;0.526521;-0.646575;
0.004700;0.235851;1.055815;-1.291667;0.117925;0.527909;-0.645835;
0.004710;0.231592;1.058581;-1.290173;0.115795;0.529291;-0.645088;
0.004720;0.227331;1.061336;-1.288667;0.113665;0.530669;-0.644335;
0.004730;0.223068;1.064080;-1.287148;0.111533;0.532041;-0.643575;
0.004740;0.218802;1.066814;-1.285616;0.109400;0.533408;-0.642809;
0.004750;0.214534;1.069538;-1.284072;0.107266;0.534770;-0.642037;
0.004760;0.210264;1.072251;-1.282514;0.105131;0.536126;-0.641258;
0.004770;0.205992;1.074953;-1.280945;0.102995;0.537477;-0.640474;
0.004780;0.201718;1.077645;-1.279362;0.100858;0.538823;-0.639682;
0.004790;0.197441;1.080326;-1.277767;0.098720;0.540164;-0.638885;
0.004800;0.193163;1.082996;-1.276159;0.096581;0.541499;-0.638081;
0.004810;0.188883;1.085656;-1.274539;0.094441;0.542829;-0.637271;
0.004820;0.184602;1.088305;-1.272906;0.092300;0.544153;-0.636454;
0.004830;0.180318;1.090943;-1.271261;0.090158;0.545472;-0.635632;
0.004840;0.176032;1.093570;-1.269603;0.088015;0.546786;-0.634803;
0.004850;0.171745;1.096187;-1.267932;0.085872;0.548094;-0.633967;
0.004860;0.167456;1.098793;-1.266249;0.083727;0.549397;-0.633126;
0.004870;0.163166;1.101388;-1.264554;0.081582;0.550695;-0.632278;
0.004880;0.158874;1.103972;-1.262846;0.079436;0.551987;-0.631424;
0.004890;0.154580;1.106545;-1.261125;0.077289;0.553274;-0.630564;
0.004900;0.150285;1.109108;-1.259393;0.075141;0.554555;-0.629698;
0.004910;0.145988;1.111659;-1.257647;0.072993;0.555831;-0.628825;
0.004920;0.141690;1.114200;-1.255890;0.070844;0.557101;-0.627946;
0.004930;0.137390;1.116729;-1.254119;0.068694;0.558365;-0.627061;
0.004940;0.133089;1.119247;-1.252337;0.066544;0.559625;-0.626170;
0.004950;0.128787;1.121755;-1.250542;0.064393;0.560878;-0.625272;
0.004960;0.124484;1.124251;-1.248735;0.062241;0.562127;-0.624369;
0.004970;0.120179;1.126736;-1.246915;0.060088;0.563369;-0.623459;
0.004980;0.115873;1.129210;-1.245083;0.057936;0.564606;-0.622543;
0.004990;0.111566;1.131673;-1.243239;0.055782;0.565838;-0.621621;
0.005000;0.107258;1.134125;-1.241383;0.053628;0.567064;-0.620693;
0.005010;0.102949;1.136566;-1.239514;0.051473;0.568284;-0.619758;
0.005020;0.098638;1.138995;-1.237633;0.049318;0.569498;-0.618818;
0.005030;0.094327;1.141413;-1.235740;0.047163;0.570708;-0.617871;
0.005040;0.090015;1.143820;-1.233835;0.045006;0.571911;-0.616919;
0.005050;0.085702;1.146215;-1.231917;0.042850;0.573109;-0.615960;
0.005060;0.081388;1.148600;-1.229988;0.040693;0.574301;-0.614995;
0.005070;0.077073;1.150973;-1.228046;0.038536;0.575487;-0.614024;
0.005080;0.072758;1.153334;-1.226092;0.036378;0.576668;-0.613047;
0.005090;0.068442;1.155684;-1.224126;0.034220;0.577843;-0.612064;
0.005100;0.064125;1.158023;-1.222148;0.032061;0.579013;-0.611075;
0.005110;0.059808;1.160350;-1.220158;0.029903;0.580176;-0.610080;
0.005120;0.055490;1.162666;-1.218156;0.027744;0.581334;-0.609079;
0.005130;0.051171;1.164971;-1.216142;0.025584;0.582486;-0.608072;
0.005140;0.046852;1.167263;-1.214115;0.023425;0.583633;-0.607059;
0.005150;0.042532;1.169545;-1.212077;0.021265;0.584774;-0.606040;
0.005160;0.038212;1.171815;-1.210027;0.019105;0.585908;-0.605015;
0.005170;0.033892;1.174073;-1.207965;0.016945;0.587038;-0.603984;
0.005180;0.029571;1.176320;-1.205891;0.014784;0.588161;-0.602947;
0.005190;0.025250;1.178555;-1.203805;0.012624;0.589279;-0.601904;
0.005200;0.020929;1.180778;-1.201707;0.010463;0.590390;-0.600855;
0.005210;0.016608;1.182990;-1.199597;0.008303;0.591496;-0.599800;
0.005220;0.012286;1.185190;-1.197476;0.006142;0.592596;-0.598739;
0.005230;0.007964;1.187378;-1.195343;0.003981;0.593690;-0.597673;
0.005240;0.003642;1.189555;-1.193198;0.001820;0.594779;-0.596600;
0.005250;-0.000679;1.191720;-1.191041;-0.000341;0.595861;-0.595522;
0.005260;-0.005001;1.193873;-1.188872;-0.002502;0.596938;-0.594437;
0.005270;-0.009323;1.196015;-1.186692;-0.004663;0.598009;-0.593347;
0.005280;-0.013645;1.198144;-1.184500;-0.006824;0.599073;-0.592251;
0.005290;-0.017966;1.200262;-1.182296;-0.008984;0.600132;-0.591149;
0.005300;-0.022288;1.202368;-1.180080;-0.011145;0.601185;-0.590041;
0.005310;-0.026609;1.204462;-1.177853;-0.013306;0.602232;-0.588928;
0.005320;-0.030930;1.206544;-1.175614;-0.015466;0.603273;-0.587808;
0.005330;-0.035250;1.208615;-1.173364;-0.017626;0.604309;-0.586683;
0.005340;-0.039571;1.210673;-1.171102;-0.019787;0.605338;-0.585552;
0.005350;-0.043891;1.212719;-1.168829;-0.021947;0.606361;-0.584416;
0.005360;-0.048210;1.214754;-1.166544;-0.024106;0.607378;-0.583273;
0.005370;-0.052529;1.216776;-1.164247;-0.026266;0.608389;-0.582125;
0.005380;-0.056847;1.218787;-1.161939;-0.028425;0.609395;-0.580971;
0.005390;-0.061165;1.220785;-1.159620;-0.030584;0.610394;-0.579811;
0.005400;-0.065482;1.222771;-1.157289;-0.032743;0.611387;-0.578646;
0.005410;-0.069799;1.224746;-1.154947;-0.034901;0.612374;-0.577474;
0.005420;-0.074115;1.226708;-1.152593;-0.037059;0.613355;-0.576298;
0.005430;-0.078430;1.228658;-1.150228;-0.039216;0.614330;-0.575115;
0.005440;-0.082745;1.230596;-1.147851;-0.041374;0.615299;-0.573927;
0.005450;-0.087058;1.232522;-1.145463;-0.043530;0.616262;-0.572733;
0.005460;-0.091371;1.234435;-1.143064;-0.045687;0.617219;-0.571533;
0.005470;-0.095683;1.236337;-1.140654;-0.047843;0.618170;-0.570328;
0.005480;-0.099994;1.238226;-1.138232;-0.049998;0.619114;-0.569117;
0.005490;-0.104304;1.240103;-1.135799;-0.052153;0.620053;-0.567901;
0.005500;-0.108613;1.241968;-1.133355;-0.054308;0.620985;-0.566679;
0.005510;-0.112920;1.243820;-1.130900;-0.056462;0.621912;-0.565451;
0.005520;-0.117227;1.245661;-1.128434;-0.058615;0.622832;-0.564218;
0.005530;-0.121533;1.247489;-1.125956;-0.060768;0.623746;-0.562979;
0.005540;-0.125837;1.249304;-1.123467;-0.062920;0.624654;-0.561735;
0.005550;-0.130140;1.251108;-1.120968;-0.065071;0.625555;-0.560485;
0.005560;-0.134442;1.252899;-1.118457;-0.067222;0.626451;-0.559229;
0.005570;-0.138742;1.254677;-1.115935;-0.069373;0.627340;-0.557969;
0.005580;-0.143042;1.256443;-1.113402;-0.071522;0.628223;-0.556702;
0.005590;-0.147339;1.258197;-1.110858;-0.073671;0.629100;-0.555430;
0.005600;-0.151636;1.259939;-1.108303;-0.075819;0.629971;-0.554153;
0.005610;-0.155930;1.261668;-1.105737;-0.077967;0.630835;-0.552870;
0.005620;-0.160223;1.263384;-1.103161;-0.080113;0.631694;-0.551581;
0.005630;-0.164515;1.265088;-1.100573;-0.082259;0.632546;-0.550288;
0.005640;-0.168805;1.266780;-1.097975;-0.084404;0.633391;-0.548988;
0.005650;-0.173094;1.268459;-1.095365;-0.086548;0.634231;-0.547684;
0.005660;-0.177380;1.270125;-1.092745;-0.088692;0.635064;-0.546374;
0.005670;-0.181665;1.271780;-1.090115;-0.090834;0.635891;-0.545058;
0.005680;-0.185948;1.273421;-1.087473;-0.092976;0.636712;-0.543738;
0.005690;-0.190229;1.275050;-1.084821;-0.095116;0.637526;-0.542411;
0.005700;-0.194509;1.276666;-1.082157;-0.097256;0.638335;-0.541080;
0.005710;-0.198786;1.278270;-1.079484;-0.099395;0.639136;-0.539743;
0.005720;-0.203062;1.279861;-1.076799;-0.101532;0.639932;-0.538401;
0.005730;-0.207335;1.281439;-1.074104;-0.103669;0.640721;-0.537053;
0.005740;-0.211607;1.283005;-1.071399;-0.105805;0.641504;-0.535700;
0.005750;-0.215876;1.284558;-1.068682;-0.107940;0.642281;-0.534342;
0.005760;-0.220143;1.286099;-1.065956;-0.110073;0.643051;-0.532979;
0.005770;-0.224408;1.287627;-1.063218;-0.112206;0.643815;-0.531610;
0.005780;-0.228671;1.289142;-1.060471;-0.114337;0.644572;-0.530236;
0.005790;-0.232932;1.290644;-1.057712;-0.116467;0.645324;-0.528857;
0.005800;-0.237190;1.292134;-1.054944;-0.118597;0.646068;-0.527473;
0.005810;-0.241446;1.293611;-1.052165;-0.120725;0.646807;-0.526083;
0.005820;-0.245700;1.295075;-1.049375;-0.122851;0.647539;-0.524689;
0.005830;-0.249951;1.296526;-1.046575;-0.124977;0.648265;-0.523289;
0.005840;-0.254199;1.297965;-1.043765;-0.127101;0.648984;-0.521884;
0.005850;-0.258446;1.299390;-1.040945;-0.129224;0.649697;-0.520473;
0.005860;-0.262689;1.300803;-1.038114;-0.131346;0.650403;-0.519058;
0.005870;-0.266930;1.302203;-1.035273;-0.133467;0.651103;-0.517638;
0.005880;-0.271169;1.303590;-1.032422;-0.135586;0.651797;-0.516212;
0.005890;-0.275404;1.304965;-1.029560;-0.137704;0.652484;-0.514781;
0.005900;-0.279637;1.306326;-1.026689;-0.139820;0.653165;-0.513345;
0.005910;-0.283868;1.307675;-1.023807;-0.141935;0.653839;-0.511905;
0.005920;-0.288095;1.309010;-1.020915;-0.144049;0.654507;-0.510459;
0.005930;-0.292320;1.310333;-1.018014;-0.146161;0.655168;-0.509008;
0.005940;-0.296541;1.311643;-1.015102;-0.148272;0.655823;-0.507552;
0.005950;-0.300760;1.312940;-1.012180;-0.150382;0.656471;-0.506091;
0.005960;-0.304976;1.314224;-1.009248;-0.152490;0.657113;-0.504625;
0.005970;-0.309189;1.315494;-1.006306;-0.154596;0.657749;-0.503154;
0.005980;-0.313398;1.316752;-1.003354;-0.156701;0.658378;-0.501678;
0.005990;-0.317605;1.317997;-1.000392;-0.158804;0.659000;-0.500197;
0.006000;-0.321809;1.319229;-0.997421;-0.160906;0.659616;-0.498711;
0.006010;-0.326009;1.320448;-0.994439;-0.163006;0.660226;-0.497221;
0.006020;-0.330206;1.321654;-0.991448;-0.165105;0.660829;-0.495725;
0.006030;-0.334400;1.322847;-0.988447;-0.167202;0.661425;-0.494225;
0.006040;-0.338591;1.324027;-0.985436;-0.169297;0.662015;-0.492719;
0.006050;-0.342778;1.325193;-0.982416;-0.171391;0.662598;-0.491209;
0.006060;-0.346962;1.326347;-0.979386;-0.173482;0.663175;-0.489694;
0.006070;-0.351142;1.327488;-0.976346;-0.175573;0.663745;-0.488174;
0.006080;-0.355319;1.328615;-0.973296;-0.177661;0.664309;-0.486649;
0.006090;-0.359492;1.329729;-0.970237;-0.179748;0.664866;-0.485119;
0.006100;-0.363662;1.330831;-0.967168;-0.181833;0.665417;-0.483585;
0.006110;-0.367829;1.331919;-0.964090;-0.183916;0.665961;-0.482046;
0.006120;-0.371991;1.332994;-0.961002;-0.185997;0.666498;-0.480502;
0.006130;-0.376150;1.334055;-0.957905;-0.188077;0.667029;-0.478954;
0.006140;-0.380306;1.335104;-0.954798;-0.190155;0.667554;-0.477400;
0.006150;-0.384457;1.336139;-0.951682;-0.192230;0.668071;-0.475842;
0.006160;-0.388605;1.337162;-0.948557;-0.194304;0.668583;-0.474279;
0.006170;-0.392749;1.338171;-0.945422;-0.196376;0.669087;-0.472712;
0.006180;-0.396889;1.339166;-0.942278;-0.198446;0.669585;-0.471140;
0.006190;-0.401025;1.340149;-0.939124;-0.200514;0.670076;-0.469563;
0.006200;-0.405157;1.341118;-0.935961;-0.202580;0.670561;-0.467982;
0.006210;-0.409285;1.342075;-0.932789;-0.204644;0.671039;-0.466396;
0.006220;-0.413409;1.343018;-0.929608;-0.206706;0.671511;-0.464805;
0.006230;-0.417529;1.343947;-0.926418;-0.208766;0.671975;-0.463210;
0.006240;-0.421645;1.344864;-0.923218;-0.210824;0.672434;-0.461610;
0.006250;-0.425757;1.345767;-0.920010;-0.212880;0.672885;-0.460006;
0.006260;-0.429865;1.346657;-0.916792;-0.214934;0.673330;-0.458397;
0.006270;-0.433968;1.347533;-0.913565;-0.216986;0.673768;-0.456783;
0.006280;-0.438067;1.348396;-0.910329;-0.219035;0.674200;-0.455166;
0.006290;-0.442162;1.349246;-0.907085;-0.221083;0.674625;-0.453543;
0.006300;-0.446252;1.350083;-0.903831;-0.223128;0.675043;-0.451916;
0.006310;-0.450338;1.350906;-0.900568;-0.225171;0.675455;-0.450285;
0.006320;-0.454420;1.351716;-0.897297;-0.227212;0.675860;-0.448649;
0.006330;-0.458497;1.352513;-0.894016;-0.229250;0.676258;-0.447009;
0.006340;-0.462569;1.353296;-0.890727;-0.231286;0.676650;-0.445364;
0.006350;-0.466637;1.354066;-0.887429;-0.233320;0.677035;-0.443715;
0.006360;-0.470700;1.354822;-0.884122;-0.235352;0.677413;-0.442062;
0.006370;-0.474759;1.355566;-0.880807;-0.237381;0.677785;-0.440404;
0.006380;-0.478813;1.356295;-0.877483;-0.239408;0.678150;-0.438742;
0.006390;-0.482862;1.357012;-0.874150;-0.241433;0.678508;-0.437076;
0.006400;-0.486907;1.357715;-0.870808;-0.243455;0.678859;-0.435405;
0.006410;-0.490946;1.358404;-0.867458;-0.245475;0.679204;-0.433730;
0.006420;-0.494981;1.359081;-0.864100;-0.247492;0.679542;-0.432051;
0.006430;-0.499011;1.359743;-0.860732;-0.249507;0.679874;-0.430367;
0.006440;-0.503036;1.360393;-0.857357;-0.251520;0.680198;-0.428679;
0.006450;-0.507056;1.361029;-0.853973;-0.253530;0.680516;-0.426987;
0.006460;-0.511071;1.361651;-0.850580;-0.255538;0.680828;-0.425291;
0.006470;-0.515081;1.362260;-0.847179;-0.257543;0.681132;-0.423590;
0.006480;-0.519086;1.362856;-0.843770;-0.259545;0.681430;-0.421886;
0.006490;-0.523086;1.363438;-0.840352;-0.261545;0.681721;-0.420177;
0.006500;-0.527081;1.364007;-0.836926;-0.263542;0.682005;-0.418464;
0.006510;-0.531070;1.364562;-0.833492;-0.265537;0.682283;-0.416747;
0.006520;-0.535054;1.365104;-0.830050;-0.267529;0.682554;-0.415026;
0.006530;-0.539033;1.365632;-0.826599;-0.269519;0.682818;-0.413300;
0.006540;-0.543007;1.366147;-0.823140;-0.271505;0.683076;-0.411571;
0.006550;-0.546975;1.366649;-0.819674;-0.273489;0.683326;-0.409838;
0.006560;-0.550938;1.367136;-0.816199;-0.275471;0.683570;-0.408100;
0.006570;-0.554895;1.367611;-0.812716;-0.277450;0.683807;-0.406359;
0.006580;-0.558847;1.368072;-0.809225;-0.279426;0.684038;-0.404613;
0.006590;-0.562794;1.368519;-0.805726;-0.281399;0.684261;-0.402864;
0.006600;-0.566735;1.368953;-0.802219;-0.283369;0.684478;-0.401110;
0.006610;-0.570670;1.369373;-0.798704;-0.285337;0.684689;-0.399353;
0.006620;-0.574599;1.369780;-0.795181;-0.287302;0.684892;-0.397591;
0.006630;-0.578523;1.370174;-0.791650;-0.289264;0.685089;-0.395826;
0.006640;-0.582442;1.370553;-0.788112;-0.291223;0.685279;-0.394057;
0.006650;-0.586354;1.370920;-0.784566;-0.293179;0.685462;-0.392284;
0.006660;-0.590261;1.371272;-0.781012;-0.295132;0.685638;-0.390507;
0.006670;-0.594162;1.371612;-0.777450;-0.297083;0.685808;-0.388726;
0.006680;-0.598057;1.371937;-0.773881;-0.299030;0.685971;-0.386941;
0.006690;-0.601946;1.372249;-0.770304;-0.300975;0.686127;-0.385153;
